timestamp,query,config_name,result_rank,chunk_id,arxiv_id,category,modality,section,dense_rank,dense_score,bm25_rank,bm25_score,rrf_score,rerank_score,final_score
2026-08-05T06:46:44.016465+00:00,What are the failure modes of computer-use agents at inference time?,dense+bm25+rerank,1,2b9fda05-1070-53b0-b4a2-63c39109d4ec,2607.28573v1,ai,text,abstract_intro,2,0.5682839659723219,1,23.501220703125,0.03252247488101534,0.7842105627059937,0.7842105627059937
2026-08-05T06:46:44.016465+00:00,What are the failure modes of computer-use agents at inference time?,dense+bm25+rerank,2,417131d6-9d99-5f49-a4bc-cbc11ec6e65e,2607.28573v1,ai,text,abstract_intro,1,0.5951228317907153,2,23.16153335571289,0.03252247488101534,0.7839662432670593,0.7839662432670593
2026-08-05T06:46:44.016465+00:00,What are the failure modes of computer-use agents at inference time?,dense+bm25+rerank,3,a1cc02ec-828b-575e-bd9e-b3bde7891ded,2607.28573v1,ai,text,abstract_intro,10,0.5409354462067129,3,17.802024841308594,0.030158730158730156,0.6005324125289917,0.6005324125289917
2026-08-05T06:46:44.016465+00:00,What are the failure modes of computer-use agents at inference time?,dense+bm25+rerank,4,9ea168db-e386-5423-a6e8-b46c064042b4,2607.28573v1,ai,text,abstract_intro,4,0.5479911915016527,5,14.004571914672852,0.031009615384615385,0.5695133209228516,0.5695133209228516
2026-08-05T06:46:44.016465+00:00,What are the failure modes of computer-use agents at inference time?,dense+bm25+rerank,5,214f32a5-4565-52f4-83ad-b1cb792bb4b2,2607.28609v1,ai,text,conclusion,11,0.5343806325799787,6,13.817204475402832,0.029236022193768675,0.2975331246852875,0.2975331246852875
